#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
hsa05205	Proteoglycans in cancer	50	194	0.79	1.46e-20	9606.ENSP00000221930,9606.ENSP00000225512,9606.ENSP00000225964,9606.ENSP00000227507,9606.ENSP00000229307,9606.ENSP00000242261,9606.ENSP00000249373,9606.ENSP00000249501,9606.ENSP00000256078,9606.ENSP00000260010,9606.ENSP00000260356,9606.ENSP00000263025,9606.ENSP00000264498,9606.ENSP00000264634,9606.ENSP00000264657,9606.ENSP00000266085,9606.ENSP00000267101,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000280154,9606.ENSP00000284523,9606.ENSP00000285018,9606.ENSP00000286201,9606.ENSP00000293379,9606.ENSP00000293549,9606.ENSP00000296585,9606.ENSP00000297268,9606.ENSP00000302486,9606.ENSP00000311032,9606.ENSP00000317272,9606.ENSP00000317985,9606.ENSP00000346839,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000363089,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000384849,9606.ENSP00000393312,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000401888,9606.ENSP00000405330,9606.ENSP00000408695,9606.ENSP00000428056,9606.ENSP00000452786,9606.ENSP00000478887,9606.ENSP00000495360,9606.ENSP00000497069	TGFB1,WNT3,COL1A1,CCND1,NANOG,TWIST1,SMO,HOXD10,KRAS,TLR2,THBS1,MAPK3,FGF2,WNT5A,STAT3,TIMP3,ERBB3,TP53,ERBB2,EGFR,PDCD4,WNT3A,WNT7A,FZD7,ITGA5,WNT1,ITGA2,COL1A2,MAP2K1,CASP3,MET,ROCK2,FN1,MTOR,NRAS,TLR4,GRB2,IGF1,CDKN1A,FGFR1,CD44,TNF,RAF1,ESR1,PRKCA,PIK3R1,ITGB3,MYC,CTNNB1,IGF1R
hsa04550	Signaling pathways regulating pluripotency of stem cells	43	141	0.87	5.05e-20	9606.ENSP00000225512,9606.ENSP00000229307,9606.ENSP00000233630,9606.ENSP00000234091,9606.ENSP00000256078,9606.ENSP00000263025,9606.ENSP00000264498,9606.ENSP00000264634,9606.ENSP00000264657,9606.ENSP00000284523,9606.ENSP00000285018,9606.ENSP00000286201,9606.ENSP00000293549,9606.ENSP00000302486,9606.ENSP00000302625,9606.ENSP00000302630,9606.ENSP00000305769,9606.ENSP00000311816,9606.ENSP00000332973,9606.ENSP00000339824,9606.ENSP00000340347,9606.ENSP00000341280,9606.ENSP00000341551,9606.ENSP00000358548,9606.ENSP00000363689,9606.ENSP00000363708,9606.ENSP00000365280,9606.ENSP00000365851,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000393312,9606.ENSP00000398368,9606.ENSP00000401888,9606.ENSP00000401907,9606.ENSP00000405004,9606.ENSP00000428056,9606.ENSP00000432511,9606.ENSP00000478887,9606.ENSP00000494260,9606.ENSP00000495360,9606.ENSP00000497069,9606.ENSP00000499900	WNT3,NANOG,PCGF1,ID2,KRAS,MAPK3,FGF2,WNT5A,STAT3,WNT3A,WNT7A,FZD7,WNT1,MAP2K1,AXIN2,ONECUT1,SMAD1,REST,SMAD3,FGFR3,TCF7,JARID2,SMAD4,NRAS,ID3,BMPR2,ID1,BMI1,JAK2,GRB2,IGF1,FGFR1,LIFR,RAF1,BMPR1B,ACVR1,PIK3R1,JAK3,MYC,HOXA1,CTNNB1,IGF1R,JAK1
hsa05225	Hepatocellular carcinoma	45	161	0.83	9.95e-20	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000225512,9606.ENSP00000227507,9606.ENSP00000256078,9606.ENSP00000261349,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000264634,9606.ENSP00000265165,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000284523,9606.ENSP00000285018,9606.ENSP00000286201,9606.ENSP00000293549,9606.ENSP00000302486,9606.ENSP00000302625,9606.ENSP00000317272,9606.ENSP00000320485,9606.ENSP00000332973,9606.ENSP00000340347,9606.ENSP00000341551,9606.ENSP00000345571,9606.ENSP00000351905,9606.ENSP00000354558,9606.ENSP00000355249,9606.ENSP00000358548,9606.ENSP00000358851,9606.ENSP00000361021,9606.ENSP00000363591,9606.ENSP00000365230,9606.ENSP00000376345,9606.ENSP00000384849,9606.ENSP00000401888,9606.ENSP00000404131,9606.ENSP00000408695,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000447297,9606.ENSP00000478887,9606.ENSP00000495360,9606.ENSP00000497069	HMOX1,TGFB1,WNT3,CCND1,KRAS,LRP6,E2F3,MAPK3,WNT5A,LEF1,CDK6,RB1,TP53,EGFR,WNT3A,WNT7A,FZD7,WNT1,MAP2K1,AXIN2,MET,ARID1A,SMAD3,TCF7,SMAD4,E2F1,TGFBR2,MTOR,E2F2,NRAS,GSTM4,PTEN,BAK1,BCL2L1,GRB2,CDKN1A,RAF1,TGFA,PRKCA,CDKN2A,PIK3R1,TGFBR1,MYC,CTNNB1,IGF1R
hsa04010	MAPK signaling pathway	58	286	0.69	1.40e-19	9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000234310,9606.ENSP00000241453,9606.ENSP00000250559,9606.ENSP00000256078,9606.ENSP00000257290,9606.ENSP00000263025,9606.ENSP00000263056,9606.ENSP00000263341,9606.ENSP00000264498,9606.ENSP00000265354,9606.ENSP00000267101,9606.ENSP00000267843,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000288135,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000311032,9606.ENSP00000317272,9606.ENSP00000330382,9606.ENSP00000336790,9606.ENSP00000339824,9606.ENSP00000346508,9606.ENSP00000349320,9606.ENSP00000351015,9606.ENSP00000351490,9606.ENSP00000351905,9606.ENSP00000358548,9606.ENSP00000358997,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000361892,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000378323,9606.ENSP00000381070,9606.ENSP00000384625,9606.ENSP00000386380,9606.ENSP00000393312,9606.ENSP00000398698,9606.ENSP00000399324,9606.ENSP00000401888,9606.ENSP00000404131,9606.ENSP00000408695,9606.ENSP00000410402,9606.ENSP00000414303,9606.ENSP00000424183,9606.ENSP00000430684,9606.ENSP00000433623,9606.ENSP00000447297,9606.ENSP00000449038,9606.ENSP00000478887,9606.ENSP00000495951,9606.ENSP00000497069,9606.ENSP00000498321	TGFB1,NFKB1,PPP3R1,FLT3,RAP1B,KRAS,PDGFRA,MAPK3,MAP3K8,IL1B,FGF2,SRF,ERBB3,FGF7,TP53,ERBB2,EGFR,KIT,MAP2K1,FOS,CASP3,MET,PDGFB,ATF4,FGFR3,PDGFA,CACNA2D1,NF1,MAX,TGFBR2,NRAS,IRAK1,CHUK,JUN,STK4,GRB2,IGF1,PPP3CA,MAP2K7,NLK,IL1R1,FGFR1,TNF,FGF16,RAF1,TGFA,PRKCA,MAP2K4,BDNF,LAMTOR3,IKBKB,TRAF6,TGFBR1,MAP3K12,MYC,KITLG,IGF1R,MYD88
hsa05163	Human cytomegalovirus infection	50	217	0.75	6.70e-19	9606.ENSP00000226574,9606.ENSP00000227507,9606.ENSP00000234310,9606.ENSP00000256078,9606.ENSP00000257290,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000292303,9606.ENSP00000294016,9606.ENSP00000301838,9606.ENSP00000302486,9606.ENSP00000306512,9606.ENSP00000311032,9606.ENSP00000311405,9606.ENSP00000312999,9606.ENSP00000317985,9606.ENSP00000329967,9606.ENSP00000336790,9606.ENSP00000345571,9606.ENSP00000354558,9606.ENSP00000355249,9606.ENSP00000356438,9606.ENSP00000358548,9606.ENSP00000359424,9606.ENSP00000363591,9606.ENSP00000369581,9606.ENSP00000376345,9606.ENSP00000378323,9606.ENSP00000384849,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000386884,9606.ENSP00000387699,9606.ENSP00000398698,9606.ENSP00000401888,9606.ENSP00000408695,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000441600,9606.ENSP00000452786,9606.ENSP00000478887,9606.ENSP00000495360,9606.ENSP00000499900	NFKB1,CCND1,PPP3R1,KRAS,PDGFRA,E2F3,MAPK3,IL1B,STAT3,CDK6,RB1,TP53,EGFR,CCR5,ADCY9,FADD,MAP2K1,CXCL8,CASP3,ADCY6,GNAI2,ROCK2,TBK1,ATF4,E2F1,MTOR,E2F2,PTGS2,NRAS,CHUK,BAK1,IFNB1,GRB2,PPP3CA,CDKN1A,IL6,IL1R1,CXCR4,CREB1,TNF,RAF1,PRKCA,CDKN2A,PIK3R1,IKBKB,CCR3,ITGB3,MYC,CTNNB1,JAK1
hsa05169	Epstein-Barr virus infection	47	192	0.77	1.07e-18	9606.ENSP00000226574,9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000260010,9606.ENSP00000261254,9606.ENSP00000262643,9606.ENSP00000262904,9606.ENSP00000264657,9606.ENSP00000264832,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000301838,9606.ENSP00000311032,9606.ENSP00000329967,9606.ENSP00000345571,9606.ENSP00000354394,9606.ENSP00000355249,9606.ENSP00000358997,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000361359,9606.ENSP00000362082,9606.ENSP00000362649,9606.ENSP00000363591,9606.ENSP00000369581,9606.ENSP00000376943,9606.ENSP00000381070,9606.ENSP00000381185,9606.ENSP00000382800,9606.ENSP00000384849,9606.ENSP00000385675,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000410402,9606.ENSP00000424827,9606.ENSP00000428056,9606.ENSP00000429089,9606.ENSP00000430684,9606.ENSP00000432511,9606.ENSP00000433623,9606.ENSP00000446007,9606.ENSP00000448165,9606.ENSP00000478887,9606.ENSP00000481380,9606.ENSP00000498321,9606.ENSP00000499900	NFKB1,CCND1,CDKN1B,TLR2,CCND2,CCNE1,E2F3,STAT3,ICAM1,CDK6,RB1,TP53,FADD,CASP3,TBK1,E2F1,STAT1,E2F2,IRAK1,CHUK,JUN,CD40,CCND3,HDAC1,BAK1,IFNB1,BCL2L11,MAP2K7,BCL2,RUNX3,CDKN1A,IL6,CD44,TNF,MAP2K4,NEDD4,PIK3R1,CCNE2,IKBKB,JAK3,TRAF6,VIM,APAF1,MYC,CCNA2,MYD88,JAK1
hsa04218	Cellular senescence	42	150	0.83	1.53e-18	9606.ENSP00000212015,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000227507,9606.ENSP00000234310,9606.ENSP00000256078,9606.ENSP00000261254,9606.ENSP00000262133,9606.ENSP00000262643,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000302486,9606.ENSP00000303706,9606.ENSP00000304226,9606.ENSP00000306512,9606.ENSP00000332973,9606.ENSP00000339527,9606.ENSP00000345571,9606.ENSP00000351905,9606.ENSP00000354558,9606.ENSP00000355249,9606.ENSP00000358548,9606.ENSP00000361021,9606.ENSP00000362082,9606.ENSP00000368880,9606.ENSP00000370473,9606.ENSP00000374455,9606.ENSP00000378323,9606.ENSP00000384849,9606.ENSP00000385675,9606.ENSP00000391090,9606.ENSP00000398124,9606.ENSP00000401888,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000429089,9606.ENSP00000447297,9606.ENSP00000478887,9606.ENSP00000481380	SIRT1,TGFB1,NFKB1,CCND1,PPP3R1,KRAS,CCND2,RBL2,CCNE1,E2F3,MAPK3,CDK6,RB1,TP53,MAP2K1,CDC25A,HIPK3,CXCL8,SMAD3,FOXO3,E2F1,TGFBR2,MTOR,E2F2,NRAS,PTEN,CCND3,FOXO1,IGFBP3,SQSTM1,PPP3CA,CDKN1A,IL6,CHEK1,E2F5,RAF1,CDKN2A,PIK3R1,CCNE2,TGFBR1,MYC,CCNA2
hsa04068	FoxO signaling pathway	39	126	0.87	1.66e-18	9606.ENSP00000212015,9606.ENSP00000221930,9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000256078,9606.ENSP00000261254,9606.ENSP00000262133,9606.ENSP00000263025,9606.ENSP00000264657,9606.ENSP00000275493,9606.ENSP00000300093,9606.ENSP00000302486,9606.ENSP00000304895,9606.ENSP00000305416,9606.ENSP00000332973,9606.ENSP00000339004,9606.ENSP00000339527,9606.ENSP00000341551,9606.ENSP00000351905,9606.ENSP00000358548,9606.ENSP00000359424,9606.ENSP00000360290,9606.ENSP00000361021,9606.ENSP00000361892,9606.ENSP00000368880,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000376943,9606.ENSP00000384371,9606.ENSP00000384625,9606.ENSP00000384849,9606.ENSP00000385675,9606.ENSP00000401888,9606.ENSP00000412237,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000446252,9606.ENSP00000447297,9606.ENSP00000497069	SIRT1,TGFB1,CCND1,CDKN1B,KRAS,CCND2,RBL2,MAPK3,STAT3,EGFR,PLK1,MAP2K1,IRS1,S1PR1,SMAD3,FOXG1,FOXO3,SMAD4,TGFBR2,NRAS,CHUK,PRKAA2,PTEN,STK4,FOXO1,GRB2,IGF1,BCL2L11,BCL6,NLK,CDKN1A,IL6,RAF1,IL10,PIK3R1,IKBKB,SOD2,TGFBR1,IGF1R
hsa05212	Pancreatic cancer	31	71	1.02	3.44e-18	9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000227507,9606.ENSP00000256078,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000264657,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000302486,9606.ENSP00000332973,9606.ENSP00000341551,9606.ENSP00000345571,9606.ENSP00000351905,9606.ENSP00000354394,9606.ENSP00000354558,9606.ENSP00000355249,9606.ENSP00000359424,9606.ENSP00000363591,9606.ENSP00000365230,9606.ENSP00000384849,9606.ENSP00000401888,9606.ENSP00000404131,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000447297,9606.ENSP00000499900	TGFB1,NFKB1,CCND1,KRAS,E2F3,MAPK3,STAT3,CDK6,RB1,TP53,ERBB2,EGFR,MAP2K1,SMAD3,SMAD4,E2F1,TGFBR2,STAT1,MTOR,E2F2,CHUK,BAK1,BCL2L1,CDKN1A,RAF1,TGFA,CDKN2A,PIK3R1,IKBKB,TGFBR1,JAK1
hsa05220	Chronic myeloid leukemia	31	75	1.0	1.15e-17	9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000256078,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000300305,9606.ENSP00000302486,9606.ENSP00000332973,9606.ENSP00000341551,9606.ENSP00000345571,9606.ENSP00000351905,9606.ENSP00000355249,9606.ENSP00000358548,9606.ENSP00000359424,9606.ENSP00000361423,9606.ENSP00000362649,9606.ENSP00000363591,9606.ENSP00000365230,9606.ENSP00000376345,9606.ENSP00000384849,9606.ENSP00000401888,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000447297,9606.ENSP00000478887	TGFB1,NFKB1,CCND1,CDKN1B,KRAS,E2F3,MAPK3,CDK6,RB1,TP53,RUNX1,MAP2K1,SMAD3,SMAD4,E2F1,TGFBR2,E2F2,NRAS,CHUK,ABL1,HDAC1,BAK1,BCL2L1,GRB2,CDKN1A,RAF1,CDKN2A,PIK3R1,IKBKB,TGFBR1,MYC
hsa01521	EGFR tyrosine kinase inhibitor resistance	31	77	0.99	2.00e-17	9606.ENSP00000256078,9606.ENSP00000257290,9606.ENSP00000263025,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000302486,9606.ENSP00000317272,9606.ENSP00000330382,9606.ENSP00000339527,9606.ENSP00000339824,9606.ENSP00000346508,9606.ENSP00000351015,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000361021,9606.ENSP00000365230,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000376943,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000401888,9606.ENSP00000404131,9606.ENSP00000408695,9606.ENSP00000428056,9606.ENSP00000497069,9606.ENSP00000499900	KRAS,PDGFRA,MAPK3,FGF2,STAT3,ERBB3,ERBB2,EGFR,MAP2K1,MET,PDGFB,FOXO3,FGFR3,PDGFA,NF1,MTOR,NRAS,PTEN,BCL2L1,JAK2,GRB2,IGF1,BCL2L11,BCL2,IL6,RAF1,TGFA,PRKCA,PIK3R1,IGF1R,JAK1
hsa05218	Melanoma	30	72	1.0	3.22e-17	9606.ENSP00000227507,9606.ENSP00000256078,9606.ENSP00000257290,9606.ENSP00000261769,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000264498,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000267843,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000302486,9606.ENSP00000317272,9606.ENSP00000330382,9606.ENSP00000345571,9606.ENSP00000346508,9606.ENSP00000355249,9606.ENSP00000358548,9606.ENSP00000361021,9606.ENSP00000363591,9606.ENSP00000376637,9606.ENSP00000384849,9606.ENSP00000391803,9606.ENSP00000393312,9606.ENSP00000399324,9606.ENSP00000401888,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000497069	CCND1,KRAS,PDGFRA,CDH1,E2F3,MAPK3,FGF2,CDK6,RB1,FGF7,TP53,EGFR,MAP2K1,MET,PDGFB,E2F1,PDGFA,E2F2,NRAS,PTEN,BAK1,IGF1,CDKN1A,MITF,FGFR1,FGF16,RAF1,CDKN2A,PIK3R1,IGF1R
hsa01522	Endocrine resistance	33	94	0.93	4.05e-17	9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000254958,9606.ENSP00000256078,9606.ENSP00000256646,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000294016,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000311405,9606.ENSP00000345571,9606.ENSP00000354558,9606.ENSP00000355249,9606.ENSP00000355718,9606.ENSP00000358548,9606.ENSP00000360266,9606.ENSP00000361066,9606.ENSP00000364163,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000381185,9606.ENSP00000384849,9606.ENSP00000401888,9606.ENSP00000405330,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000497069,9606.ENSP00000498587	CCND1,CDKN1B,JAG1,KRAS,NOTCH2,E2F3,MAPK3,RB1,TP53,ERBB2,EGFR,ADCY9,MAP2K1,FOS,ADCY6,E2F1,MTOR,E2F2,DLL1,NRAS,JUN,NCOA3,NOTCH4,GRB2,IGF1,BCL2,CDKN1A,RAF1,ESR1,CDKN2A,PIK3R1,IGF1R,NOTCH1
hsa05210	Colorectal cancer	31	82	0.96	7.47e-17	9606.ENSP00000221930,9606.ENSP00000227507,9606.ENSP00000233146,9606.ENSP00000256078,9606.ENSP00000263025,9606.ENSP00000265165,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000302486,9606.ENSP00000302625,9606.ENSP00000306245,9606.ENSP00000311032,9606.ENSP00000332973,9606.ENSP00000340347,9606.ENSP00000341551,9606.ENSP00000351905,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000360266,9606.ENSP00000363591,9606.ENSP00000376345,9606.ENSP00000376943,9606.ENSP00000381185,9606.ENSP00000384849,9606.ENSP00000401888,9606.ENSP00000404131,9606.ENSP00000404503,9606.ENSP00000428056,9606.ENSP00000447297,9606.ENSP00000478887,9606.ENSP00000495360	TGFB1,CCND1,MSH2,KRAS,MAPK3,LEF1,TP53,EGFR,MAP2K1,AXIN2,FOS,CASP3,SMAD3,TCF7,SMAD4,TGFBR2,MTOR,NRAS,JUN,BAK1,GRB2,BCL2L11,BCL2,CDKN1A,RAF1,TGFA,BBC3,PIK3R1,TGFBR1,MYC,CTNNB1
hsa05222	Small cell lung cancer	32	92	0.93	1.52e-16	9606.ENSP00000226574,9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000258341,9606.ENSP00000262643,9606.ENSP00000262904,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000296585,9606.ENSP00000311032,9606.ENSP00000327251,9606.ENSP00000331902,9606.ENSP00000345571,9606.ENSP00000346839,9606.ENSP00000351490,9606.ENSP00000353654,9606.ENSP00000355249,9606.ENSP00000356438,9606.ENSP00000359424,9606.ENSP00000361021,9606.ENSP00000363591,9606.ENSP00000364979,9606.ENSP00000365230,9606.ENSP00000381185,9606.ENSP00000384849,9606.ENSP00000428056,9606.ENSP00000429089,9606.ENSP00000430684,9606.ENSP00000433623,9606.ENSP00000448165,9606.ENSP00000478887	NFKB1,CCND1,CDKN1B,LAMC1,CCNE1,E2F3,CDK6,RB1,TP53,ITGA2,CASP3,NOS2,COL4A5,E2F1,FN1,MAX,COL4A2,E2F2,PTGS2,CHUK,PTEN,BAK1,COL4A1,BCL2L1,BCL2,CDKN1A,PIK3R1,CCNE2,IKBKB,TRAF6,APAF1,MYC
hsa05162	Measles	37	137	0.82	4.35e-16	9606.ENSP00000226574,9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000243298,9606.ENSP00000260010,9606.ENSP00000261254,9606.ENSP00000262643,9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000265734,9606.ENSP00000269305,9606.ENSP00000301838,9606.ENSP00000306245,9606.ENSP00000311032,9606.ENSP00000329967,9606.ENSP00000353874,9606.ENSP00000354394,9606.ENSP00000358997,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000362082,9606.ENSP00000363089,9606.ENSP00000363591,9606.ENSP00000365230,9606.ENSP00000369581,9606.ENSP00000370034,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000404503,9606.ENSP00000428056,9606.ENSP00000429089,9606.ENSP00000430684,9606.ENSP00000432511,9606.ENSP00000433623,9606.ENSP00000448165,9606.ENSP00000498321,9606.ENSP00000499900	NFKB1,CCND1,CDKN1B,RAB9B,TLR2,CCND2,CCNE1,IL1B,STAT3,CDK6,TP53,FADD,FOS,CASP3,TBK1,TLR9,STAT1,IRAK1,CHUK,JUN,CCND3,TLR4,BAK1,BCL2L1,IFNB1,TLR7,BCL2,IL6,BBC3,PIK3R1,CCNE2,IKBKB,JAK3,TRAF6,APAF1,MYD88,JAK1
hsa05160	Hepatitis C	39	157	0.78	6.50e-16	9606.ENSP00000226574,9606.ENSP00000227507,9606.ENSP00000229135,9606.ENSP00000256078,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000264657,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000296795,9606.ENSP00000301838,9606.ENSP00000302486,9606.ENSP00000311032,9606.ENSP00000324804,9606.ENSP00000325074,9606.ENSP00000329967,9606.ENSP00000330341,9606.ENSP00000345571,9606.ENSP00000354394,9606.ENSP00000355249,9606.ENSP00000356530,9606.ENSP00000358548,9606.ENSP00000359424,9606.ENSP00000363591,9606.ENSP00000369581,9606.ENSP00000376345,9606.ENSP00000384849,9606.ENSP00000385523,9606.ENSP00000398698,9606.ENSP00000401888,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000433623,9606.ENSP00000448165,9606.ENSP00000478887,9606.ENSP00000495360,9606.ENSP00000499900	NFKB1,CCND1,IFNG,KRAS,E2F3,MAPK3,STAT3,CDK6,RB1,TP53,EGFR,TLR3,FADD,MAP2K1,CASP3,PPP2R1A,PPP2R2A,TBK1,SOCS3,E2F1,STAT1,E2F2,RNASEL,NRAS,CHUK,BAK1,IFNB1,GRB2,CDKN1A,PPARA,TNF,RAF1,PIK3R1,IKBKB,TRAF6,APAF1,MYC,CTNNB1,JAK1
hsa04110	Cell cycle	34	120	0.84	2.33e-15	9606.ENSP00000221930,9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000261254,9606.ENSP00000262133,9606.ENSP00000262643,9606.ENSP00000262904,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000302530,9606.ENSP00000303706,9606.ENSP00000323421,9606.ENSP00000332973,9606.ENSP00000339109,9606.ENSP00000341551,9606.ENSP00000345571,9606.ENSP00000354916,9606.ENSP00000355249,9606.ENSP00000361423,9606.ENSP00000362082,9606.ENSP00000362649,9606.ENSP00000364389,9606.ENSP00000384849,9606.ENSP00000391090,9606.ENSP00000398124,9606.ENSP00000402084,9606.ENSP00000413720,9606.ENSP00000418915,9606.ENSP00000429089,9606.ENSP00000478887,9606.ENSP00000481380	TGFB1,CCND1,CDKN1B,CCND2,RBL2,CCNE1,E2F3,CDK6,RB1,TP53,MAD2L1,PLK1,BUB1,CDC25A,SMC1A,SMAD3,ANAPC1,SMAD4,E2F1,CDC14A,E2F2,ABL1,CCND3,HDAC1,CDC14B,CDKN1A,CHEK1,E2F5,WEE1,CDKN1C,CDKN2A,CCNE2,MYC,CCNA2
hsa04933	AGE-RAGE signaling pathway in diabetic complications	31	96	0.89	2.36e-15	9606.ENSP00000221930,9606.ENSP00000225964,9606.ENSP00000226574,9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000256078,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000264832,9606.ENSP00000297268,9606.ENSP00000306512,9606.ENSP00000311032,9606.ENSP00000331902,9606.ENSP00000332973,9606.ENSP00000341551,9606.ENSP00000346839,9606.ENSP00000351905,9606.ENSP00000353654,9606.ENSP00000354394,9606.ENSP00000358548,9606.ENSP00000360266,9606.ENSP00000364979,9606.ENSP00000368880,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000408695,9606.ENSP00000428056,9606.ENSP00000447297	TGFB1,COL1A1,NFKB1,CCND1,CDKN1B,KRAS,MAPK3,IL1B,STAT3,ICAM1,COL1A2,CXCL8,CASP3,COL4A5,SMAD3,SMAD4,FN1,TGFBR2,COL4A2,STAT1,NRAS,JUN,COL4A1,FOXO1,JAK2,BCL2,IL6,TNF,PRKCA,PIK3R1,TGFBR1
