#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
hsa04068	FoxO signaling pathway	40	126	0.9	1.33e-19	9606.ENSP00000212015,9606.ENSP00000215659,9606.ENSP00000221930,9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000238682,9606.ENSP00000256078,9606.ENSP00000256442,9606.ENSP00000258149,9606.ENSP00000262741,9606.ENSP00000263025,9606.ENSP00000264657,9606.ENSP00000275493,9606.ENSP00000300093,9606.ENSP00000302486,9606.ENSP00000304895,9606.ENSP00000332973,9606.ENSP00000339527,9606.ENSP00000341551,9606.ENSP00000344220,9606.ENSP00000351905,9606.ENSP00000356694,9606.ENSP00000358548,9606.ENSP00000359424,9606.ENSP00000360290,9606.ENSP00000361021,9606.ENSP00000368880,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000376943,9606.ENSP00000384371,9606.ENSP00000384849,9606.ENSP00000385675,9606.ENSP00000401888,9606.ENSP00000412237,9606.ENSP00000428056,9606.ENSP00000428205,9606.ENSP00000446252,9606.ENSP00000447297,9606.ENSP00000497069	SIRT1,MAPK12,TGFB1,CCND1,CDKN1B,TGFB3,KRAS,CCNB1,MDM2,PIK3R3,MAPK3,STAT3,EGFR,PLK1,MAP2K1,IRS1,SMAD3,FOXO3,SMAD4,PDPK1,TGFBR2,FASLG,NRAS,CHUK,PRKAA2,PTEN,FOXO1,GRB2,IGF1,BCL2L11,BCL6,CDKN1A,IL6,RAF1,IL10,PIK3R1,FBXO32,SOD2,TGFBR1,IGF1R
hsa04933	AGE-RAGE signaling pathway in diabetic complications	36	96	0.97	1.33e-19	9606.ENSP00000215659,9606.ENSP00000221930,9606.ENSP00000225964,9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000238682,9606.ENSP00000256078,9606.ENSP00000262741,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000264832,9606.ENSP00000297268,9606.ENSP00000304408,9606.ENSP00000306124,9606.ENSP00000306512,9606.ENSP00000311032,9606.ENSP00000331902,9606.ENSP00000332973,9606.ENSP00000341551,9606.ENSP00000346839,9606.ENSP00000351905,9606.ENSP00000353654,9606.ENSP00000354394,9606.ENSP00000358548,9606.ENSP00000360266,9606.ENSP00000364979,9606.ENSP00000368880,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000408695,9606.ENSP00000428056,9606.ENSP00000447297,9606.ENSP00000497733	MAPK12,TGFB1,COL1A1,CCND1,CDKN1B,TGFB3,KRAS,PIK3R3,MAPK3,IL1B,STAT3,ICAM1,COL1A2,COL3A1,PRKCE,CXCL8,CASP3,COL4A5,SMAD3,SMAD4,FN1,TGFBR2,COL4A2,STAT1,NRAS,JUN,COL4A1,FOXO1,JAK2,BCL2,IL6,TNF,PRKCA,PIK3R1,TGFBR1,CDC42
hsa05163	Human cytomegalovirus infection	49	217	0.75	9.59e-19	9606.ENSP00000215659,9606.ENSP00000227507,9606.ENSP00000234310,9606.ENSP00000256078,9606.ENSP00000257290,9606.ENSP00000258149,9606.ENSP00000262741,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000294016,9606.ENSP00000301838,9606.ENSP00000302486,9606.ENSP00000306512,9606.ENSP00000311032,9606.ENSP00000312999,9606.ENSP00000317985,9606.ENSP00000329357,9606.ENSP00000329967,9606.ENSP00000330237,9606.ENSP00000354558,9606.ENSP00000356438,9606.ENSP00000356694,9606.ENSP00000357470,9606.ENSP00000358548,9606.ENSP00000359424,9606.ENSP00000369581,9606.ENSP00000376345,9606.ENSP00000378323,9606.ENSP00000379140,9606.ENSP00000384849,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000386884,9606.ENSP00000387699,9606.ENSP00000398698,9606.ENSP00000401888,9606.ENSP00000408695,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000441600,9606.ENSP00000452786,9606.ENSP00000478887,9606.ENSP00000498466	MAPK12,CCND1,PPP3R1,KRAS,PDGFRA,MDM2,PIK3R3,E2F3,MAPK3,IL1B,STAT3,CDK6,RB1,TP53,EGFR,ADCY9,FADD,MAP2K1,CXCL8,CASP3,GNAI2,ROCK2,SP1,TBK1,CASP9,MTOR,PTGS2,FASLG,IL6R,NRAS,CHUK,IFNB1,GRB2,PPP3CA,CXCL12,CDKN1A,IL6,IL1R1,CXCR4,CREB1,TNF,RAF1,PRKCA,CDKN2A,PIK3R1,CCR3,ITGB3,MYC,FAS
hsa05225	Hepatocellular carcinoma	43	161	0.83	9.59e-19	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000227507,9606.ENSP00000238682,9606.ENSP00000256078,9606.ENSP00000257430,9606.ENSP00000262741,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000264634,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000284523,9606.ENSP00000285018,9606.ENSP00000286201,9606.ENSP00000293549,9606.ENSP00000302486,9606.ENSP00000302625,9606.ENSP00000317272,9606.ENSP00000320485,9606.ENSP00000332973,9606.ENSP00000340347,9606.ENSP00000341032,9606.ENSP00000341551,9606.ENSP00000351905,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000358851,9606.ENSP00000360058,9606.ENSP00000361021,9606.ENSP00000365230,9606.ENSP00000376345,9606.ENSP00000384849,9606.ENSP00000401888,9606.ENSP00000404131,9606.ENSP00000408695,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000447297,9606.ENSP00000478887,9606.ENSP00000497069	HMOX1,TGFB1,CCND1,TGFB3,KRAS,APC,PIK3R3,E2F3,MAPK3,WNT5A,CDK6,RB1,TP53,EGFR,WNT3A,WNT7A,FZD7,WNT1,MAP2K1,AXIN2,MET,ARID1A,SMAD3,TCF7,WNT7B,SMAD4,TGFBR2,MTOR,NRAS,GSTM4,FRAT2,PTEN,BCL2L1,GRB2,CDKN1A,RAF1,TGFA,PRKCA,CDKN2A,PIK3R1,TGFBR1,MYC,IGF1R
hsa05226	Gastric cancer	41	146	0.85	1.35e-18	9606.ENSP00000221930,9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000238682,9606.ENSP00000256078,9606.ENSP00000257430,9606.ENSP00000262643,9606.ENSP00000262741,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000264498,9606.ENSP00000264634,9606.ENSP00000267163,9606.ENSP00000267843,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000284523,9606.ENSP00000285018,9606.ENSP00000286201,9606.ENSP00000293549,9606.ENSP00000302486,9606.ENSP00000302625,9606.ENSP00000317272,9606.ENSP00000332973,9606.ENSP00000340347,9606.ENSP00000341032,9606.ENSP00000341551,9606.ENSP00000351905,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000360058,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000384849,9606.ENSP00000399324,9606.ENSP00000401888,9606.ENSP00000428056,9606.ENSP00000429089,9606.ENSP00000447297,9606.ENSP00000478887	TGFB1,CCND1,CDKN1B,TGFB3,KRAS,APC,CCNE1,PIK3R3,E2F3,MAPK3,FGF2,WNT5A,RB1,FGF7,TP53,ERBB2,EGFR,WNT3A,WNT7A,FZD7,WNT1,MAP2K1,AXIN2,MET,SMAD3,TCF7,WNT7B,SMAD4,TGFBR2,MTOR,NRAS,FRAT2,GRB2,BCL2,CDKN1A,FGF16,RAF1,PIK3R1,CCNE2,TGFBR1,MYC
hsa05210	Colorectal cancer	32	82	0.99	5.88e-18	9606.ENSP00000221930,9606.ENSP00000227507,9606.ENSP00000233146,9606.ENSP00000238682,9606.ENSP00000256078,9606.ENSP00000257430,9606.ENSP00000262741,9606.ENSP00000263025,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000302486,9606.ENSP00000302625,9606.ENSP00000306245,9606.ENSP00000311032,9606.ENSP00000330237,9606.ENSP00000332973,9606.ENSP00000340347,9606.ENSP00000341551,9606.ENSP00000351905,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000360266,9606.ENSP00000376345,9606.ENSP00000376943,9606.ENSP00000381185,9606.ENSP00000384849,9606.ENSP00000401888,9606.ENSP00000404131,9606.ENSP00000404503,9606.ENSP00000428056,9606.ENSP00000447297,9606.ENSP00000478887	TGFB1,CCND1,MSH2,TGFB3,KRAS,APC,PIK3R3,MAPK3,TP53,EGFR,MAP2K1,AXIN2,FOS,CASP3,CASP9,SMAD3,TCF7,SMAD4,TGFBR2,MTOR,NRAS,JUN,GRB2,BCL2L11,BCL2,CDKN1A,RAF1,TGFA,BBC3,PIK3R1,TGFBR1,MYC
hsa01521	EGFR tyrosine kinase inhibitor resistance	31	77	1.0	9.80e-18	9606.ENSP00000256078,9606.ENSP00000257290,9606.ENSP00000262741,9606.ENSP00000263025,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000302486,9606.ENSP00000317272,9606.ENSP00000330382,9606.ENSP00000339527,9606.ENSP00000339824,9606.ENSP00000346508,9606.ENSP00000354558,9606.ENSP00000357470,9606.ENSP00000358548,9606.ENSP00000361021,9606.ENSP00000365230,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000376943,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000401888,9606.ENSP00000404131,9606.ENSP00000408695,9606.ENSP00000428056,9606.ENSP00000497069	KRAS,PDGFRA,PIK3R3,MAPK3,FGF2,STAT3,ERBB3,ERBB2,EGFR,MAP2K1,MET,PDGFB,FOXO3,FGFR3,PDGFA,MTOR,IL6R,NRAS,PTEN,BCL2L1,JAK2,GRB2,IGF1,BCL2L11,BCL2,IL6,RAF1,TGFA,PRKCA,PIK3R1,IGF1R
hsa05167	Kaposi sarcoma-associated herpesvirus infection	44	187	0.77	1.60e-17	9606.ENSP00000215659,9606.ENSP00000227507,9606.ENSP00000234310,9606.ENSP00000256078,9606.ENSP00000262741,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000264832,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000296795,9606.ENSP00000301838,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000306512,9606.ENSP00000311032,9606.ENSP00000329967,9606.ENSP00000330237,9606.ENSP00000330382,9606.ENSP00000340347,9606.ENSP00000354394,9606.ENSP00000354558,9606.ENSP00000355231,9606.ENSP00000356070,9606.ENSP00000356438,9606.ENSP00000358548,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000369581,9606.ENSP00000371067,9606.ENSP00000378323,9606.ENSP00000384849,9606.ENSP00000385675,9606.ENSP00000387699,9606.ENSP00000401888,9606.ENSP00000410402,9606.ENSP00000428056,9606.ENSP00000437955,9606.ENSP00000441600,9606.ENSP00000478887,9606.ENSP00000498466	MAPK12,CCND1,PPP3R1,KRAS,PIK3R3,E2F3,MAPK3,FGF2,STAT3,ICAM1,CDK6,RB1,TP53,TLR3,FADD,MAP2K1,FOS,CXCL8,CASP3,TBK1,CASP9,PDGFB,TCF7,STAT1,MTOR,BECN1,MAPKAPK2,PTGS2,NRAS,CHUK,JUN,IFNB1,JAK2,PPP3CA,CDKN1A,IL6,CREB1,RAF1,MAP2K4,PIK3R1,HIF1A,CCR3,MYC,FAS
hsa04550	Signaling pathways regulating pluripotency of stem cells	38	141	0.83	7.98e-17	9606.ENSP00000215659,9606.ENSP00000233630,9606.ENSP00000241416,9606.ENSP00000256078,9606.ENSP00000257430,9606.ENSP00000262741,9606.ENSP00000263025,9606.ENSP00000264498,9606.ENSP00000264634,9606.ENSP00000264657,9606.ENSP00000284523,9606.ENSP00000285018,9606.ENSP00000286201,9606.ENSP00000293549,9606.ENSP00000302486,9606.ENSP00000302625,9606.ENSP00000302630,9606.ENSP00000305769,9606.ENSP00000332973,9606.ENSP00000339824,9606.ENSP00000340347,9606.ENSP00000341032,9606.ENSP00000341551,9606.ENSP00000358548,9606.ENSP00000363708,9606.ENSP00000365851,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000393312,9606.ENSP00000398368,9606.ENSP00000401888,9606.ENSP00000405004,9606.ENSP00000428056,9606.ENSP00000441954,9606.ENSP00000478887,9606.ENSP00000494260,9606.ENSP00000497069	MAPK12,PCGF1,ACVR2A,KRAS,APC,PIK3R3,MAPK3,FGF2,WNT5A,STAT3,WNT3A,WNT7A,FZD7,WNT1,MAP2K1,AXIN2,ONECUT1,SMAD1,SMAD3,FGFR3,TCF7,WNT7B,SMAD4,NRAS,BMPR2,BMI1,JAK2,GRB2,IGF1,FGFR1,LIFR,RAF1,ACVR1,PIK3R1,SMAD5,MYC,HOXA1,IGF1R
hsa05212	Pancreatic cancer	29	71	1.01	8.45e-17	9606.ENSP00000221930,9606.ENSP00000227507,9606.ENSP00000238682,9606.ENSP00000256078,9606.ENSP00000262741,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000264657,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000302486,9606.ENSP00000330237,9606.ENSP00000332973,9606.ENSP00000341551,9606.ENSP00000351905,9606.ENSP00000354394,9606.ENSP00000354558,9606.ENSP00000359424,9606.ENSP00000365230,9606.ENSP00000384849,9606.ENSP00000401888,9606.ENSP00000404131,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000447297,9606.ENSP00000497733	TGFB1,CCND1,TGFB3,KRAS,PIK3R3,E2F3,MAPK3,STAT3,CDK6,RB1,TP53,ERBB2,EGFR,MAP2K1,CASP9,SMAD3,SMAD4,TGFBR2,STAT1,MTOR,CHUK,BCL2L1,CDKN1A,RAF1,TGFA,CDKN2A,PIK3R1,TGFBR1,CDC42
hsa01522	Endocrine resistance	32	94	0.93	1.18e-16	9606.ENSP00000215659,9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000254958,9606.ENSP00000256078,9606.ENSP00000256646,9606.ENSP00000258149,9606.ENSP00000262741,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000294016,9606.ENSP00000300651,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000329357,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000360266,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000381185,9606.ENSP00000384849,9606.ENSP00000401888,9606.ENSP00000405330,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000497069,9606.ENSP00000498587	MAPK12,CCND1,CDKN1B,JAG1,KRAS,NOTCH2,MDM2,PIK3R3,E2F3,MAPK3,RB1,TP53,ERBB2,EGFR,ADCY9,MED1,MAP2K1,FOS,SP1,MTOR,NRAS,JUN,GRB2,IGF1,BCL2,CDKN1A,RAF1,ESR1,CDKN2A,PIK3R1,IGF1R,NOTCH1
hsa05142	Chagas disease	32	97	0.92	2.39e-16	9606.ENSP00000215659,9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000238682,9606.ENSP00000260010,9606.ENSP00000262741,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000301838,9606.ENSP00000306245,9606.ENSP00000306512,9606.ENSP00000312999,9606.ENSP00000324804,9606.ENSP00000325074,9606.ENSP00000327251,9606.ENSP00000351905,9606.ENSP00000353874,9606.ENSP00000356694,9606.ENSP00000358997,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000363089,9606.ENSP00000369581,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000410402,9606.ENSP00000412237,9606.ENSP00000428056,9606.ENSP00000433623,9606.ENSP00000447297,9606.ENSP00000493985,9606.ENSP00000498466	MAPK12,TGFB1,IFNG,TGFB3,TLR2,PIK3R3,MAPK3,IL1B,FADD,FOS,CXCL8,GNAI2,PPP2R1A,PPP2R2A,NOS2,TGFBR2,TLR9,FASLG,IRAK1,CHUK,JUN,TLR4,IFNB1,IL6,TNF,MAP2K4,IL10,PIK3R1,TRAF6,TGFBR1,KNG1,FAS
hsa05169	Epstein-Barr virus infection	42	192	0.74	7.53e-16	9606.ENSP00000215659,9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000232424,9606.ENSP00000258149,9606.ENSP00000260010,9606.ENSP00000262643,9606.ENSP00000262741,9606.ENSP00000262904,9606.ENSP00000264657,9606.ENSP00000264832,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000301838,9606.ENSP00000311032,9606.ENSP00000329967,9606.ENSP00000330237,9606.ENSP00000354394,9606.ENSP00000358997,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000361359,9606.ENSP00000362082,9606.ENSP00000369581,9606.ENSP00000376943,9606.ENSP00000381185,9606.ENSP00000384849,9606.ENSP00000385675,9606.ENSP00000398632,9606.ENSP00000398698,9606.ENSP00000410402,9606.ENSP00000424827,9606.ENSP00000428056,9606.ENSP00000429089,9606.ENSP00000433623,9606.ENSP00000446007,9606.ENSP00000448165,9606.ENSP00000478887,9606.ENSP00000481380,9606.ENSP00000481570,9606.ENSP00000498466	MAPK12,CCND1,CDKN1B,HES1,MDM2,TLR2,CCNE1,PIK3R3,E2F3,STAT3,ICAM1,CDK6,RB1,TP53,FADD,CASP3,TBK1,CASP9,STAT1,IRAK1,CHUK,JUN,CD40,CCND3,IFNB1,BCL2L11,BCL2,CDKN1A,IL6,CD44,TNF,MAP2K4,NEDD4,PIK3R1,CCNE2,TRAF6,VIM,APAF1,MYC,CCNA2,TNFAIP3,FAS
hsa05218	Melanoma	28	72	0.99	7.53e-16	9606.ENSP00000227507,9606.ENSP00000256078,9606.ENSP00000257290,9606.ENSP00000258149,9606.ENSP00000262741,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000264498,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000267843,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000302486,9606.ENSP00000317272,9606.ENSP00000330382,9606.ENSP00000346508,9606.ENSP00000358548,9606.ENSP00000361021,9606.ENSP00000376637,9606.ENSP00000384849,9606.ENSP00000391803,9606.ENSP00000393312,9606.ENSP00000399324,9606.ENSP00000401888,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000497069	CCND1,KRAS,PDGFRA,MDM2,PIK3R3,E2F3,MAPK3,FGF2,CDK6,RB1,FGF7,TP53,EGFR,MAP2K1,MET,PDGFB,PDGFA,NRAS,PTEN,IGF1,CDKN1A,MITF,FGFR1,FGF16,RAF1,CDKN2A,PIK3R1,IGF1R
hsa05166	Human T-cell leukemia virus 1 infection	43	210	0.71	2.35e-15	9606.ENSP00000221930,9606.ENSP00000227163,9606.ENSP00000227507,9606.ENSP00000234310,9606.ENSP00000238682,9606.ENSP00000256078,9606.ENSP00000262643,9606.ENSP00000262741,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000264832,9606.ENSP00000265354,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000294016,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000332973,9606.ENSP00000339109,9606.ENSP00000341551,9606.ENSP00000351905,9606.ENSP00000358548,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000361359,9606.ENSP00000362082,9606.ENSP00000363318,9606.ENSP00000365230,9606.ENSP00000378323,9606.ENSP00000384849,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000387699,9606.ENSP00000391090,9606.ENSP00000398698,9606.ENSP00000410402,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000429089,9606.ENSP00000447297,9606.ENSP00000478887,9606.ENSP00000481380	TGFB1,SPI1,CCND1,PPP3R1,TGFB3,KRAS,CCNE1,PIK3R3,E2F3,MAPK3,ICAM1,SRF,RB1,TP53,ADCY9,MAP2K1,FOS,SMAD3,ANAPC1,SMAD4,TGFBR2,NRAS,CHUK,JUN,PTEN,CD40,CCND3,IL2RG,BCL2L1,PPP3CA,CDKN1A,IL6,IL1R1,CREB1,CHEK1,TNF,MAP2K4,CDKN2A,PIK3R1,CCNE2,TGFBR1,MYC,CCNA2
hsa05162	Measles	35	137	0.81	4.96e-15	9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000243298,9606.ENSP00000260010,9606.ENSP00000262643,9606.ENSP00000262741,9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000265734,9606.ENSP00000269305,9606.ENSP00000301838,9606.ENSP00000306245,9606.ENSP00000311032,9606.ENSP00000329967,9606.ENSP00000330237,9606.ENSP00000353874,9606.ENSP00000354394,9606.ENSP00000356694,9606.ENSP00000358997,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000362082,9606.ENSP00000363089,9606.ENSP00000363318,9606.ENSP00000365230,9606.ENSP00000369581,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000404503,9606.ENSP00000428056,9606.ENSP00000429089,9606.ENSP00000433623,9606.ENSP00000448165,9606.ENSP00000481570,9606.ENSP00000498466	CCND1,CDKN1B,RAB9B,TLR2,CCNE1,PIK3R3,IL1B,STAT3,CDK6,TP53,FADD,FOS,CASP3,TBK1,CASP9,TLR9,STAT1,FASLG,IRAK1,CHUK,JUN,CCND3,TLR4,IL2RG,BCL2L1,IFNB1,BCL2,IL6,BBC3,PIK3R1,CCNE2,TRAF6,APAF1,TNFAIP3,FAS
hsa05220	Chronic myeloid leukemia	27	75	0.95	1.13e-14	9606.ENSP00000221930,9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000238682,9606.ENSP00000256078,9606.ENSP00000258149,9606.ENSP00000262741,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000300305,9606.ENSP00000302486,9606.ENSP00000332973,9606.ENSP00000341551,9606.ENSP00000351905,9606.ENSP00000358548,9606.ENSP00000359424,9606.ENSP00000365230,9606.ENSP00000376345,9606.ENSP00000384849,9606.ENSP00000401888,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000447297,9606.ENSP00000478887	TGFB1,CCND1,CDKN1B,TGFB3,KRAS,MDM2,PIK3R3,E2F3,MAPK3,CDK6,RB1,TP53,RUNX1,MAP2K1,SMAD3,SMAD4,TGFBR2,NRAS,CHUK,BCL2L1,GRB2,CDKN1A,RAF1,CDKN2A,PIK3R1,TGFBR1,MYC
hsa05222	Small cell lung cancer	29	92	0.9	1.66e-14	9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000258341,9606.ENSP00000262643,9606.ENSP00000262741,9606.ENSP00000262904,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000296585,9606.ENSP00000311032,9606.ENSP00000327251,9606.ENSP00000330237,9606.ENSP00000331902,9606.ENSP00000346839,9606.ENSP00000351490,9606.ENSP00000353654,9606.ENSP00000356438,9606.ENSP00000359424,9606.ENSP00000361021,9606.ENSP00000364979,9606.ENSP00000365230,9606.ENSP00000381185,9606.ENSP00000384849,9606.ENSP00000428056,9606.ENSP00000429089,9606.ENSP00000433623,9606.ENSP00000448165,9606.ENSP00000478887	CCND1,CDKN1B,LAMC1,CCNE1,PIK3R3,E2F3,CDK6,RB1,TP53,ITGA2,CASP3,NOS2,CASP9,COL4A5,FN1,MAX,COL4A2,PTGS2,CHUK,PTEN,COL4A1,BCL2L1,BCL2,CDKN1A,PIK3R1,CCNE2,TRAF6,APAF1,MYC
hsa05214	Glioma	26	71	0.96	2.57e-14	9606.ENSP00000227507,9606.ENSP00000256078,9606.ENSP00000257290,9606.ENSP00000258149,9606.ENSP00000262741,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000302486,9606.ENSP00000330382,9606.ENSP00000346508,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000361021,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000384849,9606.ENSP00000401888,9606.ENSP00000404131,9606.ENSP00000408695,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000497069	CCND1,KRAS,PDGFRA,MDM2,PIK3R3,E2F3,MAPK3,CDK6,RB1,TP53,EGFR,MAP2K1,PDGFB,PDGFA,MTOR,NRAS,PTEN,GRB2,IGF1,CDKN1A,RAF1,TGFA,PRKCA,CDKN2A,PIK3R1,IGF1R
hsa04620	Toll-like receptor signaling pathway	29	100	0.86	9.50e-14	9606.ENSP00000215659,9606.ENSP00000217407,9606.ENSP00000260010,9606.ENSP00000262741,9606.ENSP00000263025,9606.ENSP00000263056,9606.ENSP00000263341,9606.ENSP00000296795,9606.ENSP00000301838,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000306512,9606.ENSP00000329967,9606.ENSP00000353874,9606.ENSP00000354394,9606.ENSP00000354932,9606.ENSP00000358997,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000369581,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000410402,9606.ENSP00000418037,9606.ENSP00000428056,9606.ENSP00000433623,9606.ENSP00000496355	MAPK12,LBP,TLR2,PIK3R3,MAPK3,MAP3K8,IL1B,TLR3,FADD,MAP2K1,FOS,CXCL8,TBK1,TLR9,STAT1,TLR1,IRAK1,CHUK,JUN,CD40,TLR4,IFNB1,IL6,TNF,MAP2K4,IRF5,PIK3R1,TRAF6,TLR5
hsa04510	Focal adhesion	39	195	0.7	9.57e-14	9606.ENSP00000222693,9606.ENSP00000225964,9606.ENSP00000227507,9606.ENSP00000250559,9606.ENSP00000257290,9606.ENSP00000258341,9606.ENSP00000260356,9606.ENSP00000262741,9606.ENSP00000263025,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000293379,9606.ENSP00000296585,9606.ENSP00000297268,9606.ENSP00000302486,9606.ENSP00000317272,9606.ENSP00000317985,9606.ENSP00000324422,9606.ENSP00000330382,9606.ENSP00000331902,9606.ENSP00000344220,9606.ENSP00000346508,9606.ENSP00000346671,9606.ENSP00000346839,9606.ENSP00000353654,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362082,9606.ENSP00000364979,9606.ENSP00000367686,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000381185,9606.ENSP00000401888,9606.ENSP00000408695,9606.ENSP00000428056,9606.ENSP00000452786,9606.ENSP00000497069,9606.ENSP00000497733	CAV2,COL1A1,CCND1,RAP1B,PDGFRA,LAMC1,THBS1,PIK3R3,MAPK3,ERBB2,EGFR,ITGA5,ITGA2,COL1A2,MAP2K1,MET,ROCK2,ZYX,PDGFB,COL4A5,PDPK1,PDGFA,FYN,FN1,COL4A2,JUN,PTEN,CCND3,COL4A1,PAK5,GRB2,IGF1,BCL2,RAF1,PRKCA,PIK3R1,ITGB3,IGF1R,CDC42
